# Drone swarm trace: 3 drones, 100003 events
# system_processes: Drone1|Drone2|Drone3
eid,processes,vc,timestamp,props,event_type,msg_partner
init_Drone1,Drone1,Drone1:1;Drone2:0;Drone3:0,0.0,idle,local,
init_Drone2,Drone2,Drone1:0;Drone2:1;Drone3:0,0.0,idle,local,
init_Drone3,Drone3,Drone1:0;Drone2:0;Drone3:1,0.0,idle,local,
Drone3_e2,Drone3,Drone1:0;Drone2:0;Drone3:2,0.1112,idle,send,Drone2
Drone1_e2,Drone1,Drone1:2;Drone2:0;Drone3:0,0.2192,idle,local,
Drone3_e3,Drone3,Drone1:0;Drone2:0;Drone3:3,0.1692,idle,send,Drone2
Drone1_e3,Drone1,Drone1:3;Drone2:0;Drone3:0,0.4095,idle,send,Drone2
Drone3_e4,Drone3,Drone1:0;Drone2:0;Drone3:4,0.3554,idle,local,
Drone1_e4,Drone1,Drone1:4;Drone2:0;Drone3:0,0.5290,idle,local,
Drone1_e5,Drone1,Drone1:5;Drone2:0;Drone3:0,0.6189,idle,local,
Drone2_e2,Drone2,Drone1:0;Drone2:2;Drone3:2,0.2151,idle,receive,Drone3
Drone2_e3,Drone2,Drone1:3;Drone2:3;Drone3:2,0.4837,idle,receive,Drone1
Drone2_e4,Drone2,Drone1:3;Drone2:4;Drone3:2,0.7354,idle,local,
Drone3_e5,Drone3,Drone1:0;Drone2:0;Drone3:5,0.4366,idle,local,
Drone2_e5,Drone2,Drone1:3;Drone2:5;Drone3:3,0.9928,idle,receive,Drone3
Drone3_e6,Drone3,Drone1:0;Drone2:0;Drone3:6,0.5770,idle,local,
Drone1_e6,Drone1,Drone1:6;Drone2:0;Drone3:0,0.6804,idle,local,
Drone1_e7,Drone1,Drone1:7;Drone2:0;Drone3:0,0.9767,idle,local,
Drone1_e8,Drone1,Drone1:8;Drone2:0;Drone3:0,1.1217,idle,local,
Drone2_e6,Drone2,Drone1:3;Drone2:6;Drone3:3,1.1340,idle,local,
Drone2_e7,Drone2,Drone1:3;Drone2:7;Drone3:3,1.3516,idle,local,
Drone3_e7,Drone3,Drone1:0;Drone2:0;Drone3:7,0.7890,idle,local,
Drone3_e8,Drone3,Drone1:0;Drone2:0;Drone3:8,0.9726,idle,local,
Drone1_e9,Drone1,Drone1:9;Drone2:0;Drone3:0,1.2392,idle,send,Drone3
Drone3_e9,Drone3,Drone1:0;Drone2:0;Drone3:9,1.0775,idle,local,
Drone2_e8,Drone2,Drone1:3;Drone2:8;Drone3:3,1.5956,idle,local,
Drone1_e10,Drone1,Drone1:10;Drone2:0;Drone3:0,1.4905,idle,local,
Drone2_e9,Drone2,Drone1:3;Drone2:9;Drone3:3,1.8738,idle,send,Drone1
Drone3_e10,Drone3,Drone1:0;Drone2:0;Drone3:10,1.2061,idle,local,
Drone3_e11,Drone3,Drone1:0;Drone2:0;Drone3:11,1.4773,idle,local,
Drone3_e12,Drone3,Drone1:0;Drone2:0;Drone3:12,1.5935,scanning,local,
Drone1_e11,Drone1,Drone1:11;Drone2:0;Drone3:0,1.6752,idle,local,
Drone3_e13,Drone3,Drone1:0;Drone2:0;Drone3:13,1.8680,scanning,local,
Drone2_e10,Drone2,Drone1:3;Drone2:10;Drone3:3,2.1732,idle,local,
Drone1_e12,Drone1,Drone1:12;Drone2:0;Drone3:0,1.7480,scanning,local,
Drone1_e13,Drone1,Drone1:13;Drone2:0;Drone3:0,1.8362,scanning,local,
Drone1_e14,Drone1,Drone1:14;Drone2:0;Drone3:0,1.9917,scanning,local,
Drone1_e15,Drone1,Drone1:15;Drone2:9;Drone3:3,2.1740,scanning,receive,Drone2
Drone3_e14,Drone3,Drone1:0;Drone2:0;Drone3:14,1.9209,scanning,local,
Drone3_e15,Drone3,Drone1:9;Drone2:0;Drone3:15,2.1630,scanning,receive,Drone1
Drone2_e11,Drone2,Drone1:3;Drone2:11;Drone3:3,2.2627,idle,send,Drone3
Drone1_e16,Drone1,Drone1:16;Drone2:9;Drone3:3,2.4430,scanning,local,
Drone2_e12,Drone2,Drone1:3;Drone2:12;Drone3:3,2.5032,scanning,local,
Drone3_e16,Drone3,Drone1:9;Drone2:0;Drone3:16,2.4306,scanning,local,
Drone2_e13,Drone2,Drone1:3;Drone2:13;Drone3:3,2.6801,scanning,local,
Drone1_e17,Drone1,Drone1:17;Drone2:9;Drone3:3,2.6278,scanning,send,Drone2
Drone3_e17,Drone3,Drone1:9;Drone2:0;Drone3:17,2.6304,scanning,local,
Drone2_e14,Drone2,Drone1:17;Drone2:14;Drone3:3,2.9498,scanning,receive,Drone1
Drone2_e15,Drone2,Drone1:17;Drone2:15;Drone3:3,3.2193,scanning,send,Drone1
Drone1_e18,Drone1,Drone1:18;Drone2:15;Drone3:3,3.4733,scanning,receive,Drone2
Drone3_e18,Drone3,Drone1:9;Drone2:0;Drone3:18,2.7125,scanning,local,
Drone2_e16,Drone2,Drone1:17;Drone2:16;Drone3:3,3.3106,scanning,local,
Drone3_e19,Drone3,Drone1:9;Drone2:0;Drone3:19,2.8683,scanning,local,
Drone1_e19,Drone1,Drone1:19;Drone2:15;Drone3:3,3.7121,scanning,local,
Drone3_e20,Drone3,Drone1:9;Drone2:11;Drone3:20,3.0180,scanning,receive,Drone2
Drone3_e21,Drone3,Drone1:9;Drone2:11;Drone3:21,3.1775,scanning,local,
Drone3_e22,Drone3,Drone1:9;Drone2:11;Drone3:22,3.2895,target_found,local,
Drone1_e20,Drone1,Drone1:20;Drone2:15;Drone3:3,3.9092,scanning,local,
Drone1_e21,Drone1,Drone1:21;Drone2:15;Drone3:3,3.9610,scanning,local,
Drone3_e23,Drone3,Drone1:9;Drone2:11;Drone3:23,3.3967,target_found,local,
Drone1_e22,Drone1,Drone1:22;Drone2:15;Drone3:3,4.0287,target_found,local,
Drone1_e23,Drone1,Drone1:23;Drone2:15;Drone3:3,4.1323,target_found,send,Drone3
Drone1_e24,Drone1,Drone1:24;Drone2:15;Drone3:3,4.4029,target_found,local,
Drone3_e24,Drone3,Drone1:9;Drone2:11;Drone3:24,3.6429,target_found,local,
Drone2_e17,Drone2,Drone1:17;Drone2:17;Drone3:3,3.5253,scanning,send,Drone1
Drone2_e18,Drone2,Drone1:17;Drone2:18;Drone3:3,3.6921,scanning,local,
Drone3_e25,Drone3,Drone1:23;Drone2:15;Drone3:25,4.1974,target_found,receive,Drone1
Drone3_e26,Drone3,Drone1:23;Drone2:15;Drone3:26,4.4628,target_found,local,
Drone1_e25,Drone1,Drone1:25;Drone2:17;Drone3:3,4.4879,target_found,receive,Drone2
Drone1_e26,Drone1,Drone1:26;Drone2:17;Drone3:3,4.7565,target_found,send,Drone2
Drone1_e27,Drone1,Drone1:27;Drone2:17;Drone3:3,5.0219,target_found,local,
Drone3_e27,Drone3,Drone1:23;Drone2:15;Drone3:27,4.7551,target_found,send,Drone1
Drone1_e28,Drone1,Drone1:28;Drone2:17;Drone3:27,5.1922,target_found,receive,Drone3
Drone2_e19,Drone2,Drone1:17;Drone2:19;Drone3:3,3.7832,scanning,local,
Drone1_e29,Drone1,Drone1:29;Drone2:17;Drone3:27,5.3085,target_found,local,
Drone2_e20,Drone2,Drone1:26;Drone2:20;Drone3:3,4.8452,scanning,receive,Drone1
Drone2_e21,Drone2,Drone1:26;Drone2:21;Drone3:3,5.0400,scanning,send,Drone1
Drone3_e28,Drone3,Drone1:23;Drone2:15;Drone3:28,4.8194,target_found,send,Drone2
Drone3_e29,Drone3,Drone1:23;Drone2:15;Drone3:29,5.0992,target_found,local,
Drone3_e30,Drone3,Drone1:23;Drone2:15;Drone3:30,5.3621,target_found,send,Drone1
Drone1_e30,Drone1,Drone1:30;Drone2:17;Drone3:27,5.5273,target_found,local,
Drone1_e31,Drone1,Drone1:31;Drone2:17;Drone3:27,5.8127,target_found,local,
Drone3_e31,Drone3,Drone1:23;Drone2:15;Drone3:31,5.5669,target_found,send,Drone1
Drone2_e22,Drone2,Drone1:26;Drone2:22;Drone3:3,5.2313,target_found,local,
Drone2_e23,Drone2,Drone1:26;Drone2:23;Drone3:3,5.3324,target_found,local,
Drone3_e32,Drone3,Drone1:23;Drone2:15;Drone3:32,5.6833,position_measured,local,
Drone1_e32,Drone1,Drone1:32;Drone2:17;Drone3:27,5.9377,position_measured,local,
Drone2_e24,Drone2,Drone1:26;Drone2:24;Drone3:3,5.6163,target_found,local,
Drone1_e33,Drone1,Drone1:33;Drone2:17;Drone3:27,6.2373,position_measured,local,
Drone1_e34,Drone1,Drone1:34;Drone2:21;Drone3:27,6.4138,position_measured,receive,Drone2
Drone1_e35,Drone1,Drone1:35;Drone2:21;Drone3:27,6.6840,position_measured,local,
Drone1_e36,Drone1,Drone1:36;Drone2:21;Drone3:30,6.8436,position_measured,receive,Drone3
Drone3_e33,Drone3,Drone1:23;Drone2:15;Drone3:33,5.8862,position_measured,local,
Drone3_e34,Drone3,Drone1:23;Drone2:15;Drone3:34,6.1032,position_measured,local,
Drone3_e35,Drone3,Drone1:23;Drone2:15;Drone3:35,6.3879,position_measured,send,Drone1
Drone1_e37,Drone1,Drone1:37;Drone2:21;Drone3:31,7.0792,position_measured,receive,Drone3
Drone1_e38,Drone1,Drone1:38;Drone2:21;Drone3:35,7.3086,position_measured,receive,Drone3
Drone1_e39,Drone1,Drone1:39;Drone2:21;Drone3:35,7.5718,position_measured,local,
